epoch,acc,loss,val_acc,val_loss
0,0.3161726287965171,1.7953196477107716,0.39830037137282265,1.7355230531509158
1,0.4363091713399979,1.513650944682306,0.43939817137549136,1.5235511987994528
2,0.47960569856557905,1.3982743618443383,0.45932015536654525,1.5162407868783365
3,0.4992859382085688,1.3304393985992382,0.4921983954911612,1.4105086216677627
4,0.5176425511168937,1.2859858810318239,0.5019504154403583,1.379738034744321
5,0.5345013758793135,1.2519579109525543,0.5511284604228516,1.226114748949359
6,0.5413981678240135,1.2258999722849933,0.526051837459983,1.287347969015467
7,0.5507332195499531,1.1960768771232193,0.5480635398902844,1.2151667130262482
8,0.5618447176843498,1.1802731172771654,0.5366397443779932,1.2592817358350847
9,0.5621582082294613,1.1632136535842181,0.5752298818736662,1.1905291849271389
10,0.5729910481044203,1.149703413172282,0.557954874773001,1.191170225214181
11,0.5749764882113485,1.1340460502875878,0.5560044705053996,1.1836682604415631
12,0.5800968337496677,1.1260871625568614,0.5742546799983211,1.1539977069339005
13,0.5825002612462715,1.1163418070849525,0.5532181792025548,1.1808497848995518
14,0.5885959106941798,1.1045180460208261,0.5678462092737429,1.1373780483188454
15,0.5899543697103661,1.097133592136012,0.5801058921015306,1.1379202860808448
16,0.5945522310118503,1.0852314125113387,0.5827528688922736,1.1171407691135848
17,0.5992894214357867,1.07423505940579,0.5895792828998914,1.1417129865369282
18,0.600473719044885,1.0729250762960814,0.5848425875079768,1.1297378108428526
19,0.601483855241186,1.0652463337633402,0.570353871845093,1.143059692274199
20,0.6042704378438679,1.0606412819641096,0.585539160170207,1.113398365717922
21,0.6077188338162179,1.051680766662928,0.5863750473466149,1.0942334934091311
22,0.6074401755557421,1.040411249693295,0.5920869450311403,1.0988810469086836
23,0.6096346093601034,1.0425248517441672,0.5976595280707032,1.1048562935545447
24,0.6129436762011775,1.0350847660097948,0.5989133587917201,1.0769905230535393
25,0.6139538123974785,1.0281197562927429,0.5735581066178126,1.1266375471988066
26,0.618621338257334,1.0230341488724821,0.5695179842721788,1.1289720670391454
27,0.6169493886939601,1.0232748860596008,0.5997492467881279,1.0904324060644852
28,0.6222090633619981,1.015903871539801,0.5972415842728284,1.113891749183226
29,0.6203281201058626,1.0146324823856803,0.5996099321099502,1.1148089147703533
30,0.6270507506356892,1.005198260908935,0.6074115482420269,1.0501930064379787
31,0.6224877216224739,1.0103076388760002,0.6029534819677335,1.0634007119898279
32,0.6242641680309311,1.0011247740033038,0.6114516708803696,1.043726475519593
33,0.6287575324811034,0.9978444573003847,0.6028141675905685,1.0957489100488058
34,0.6286182033519037,0.9939570729853512,0.5814990375650796,1.1186907214259714
35,0.630742972591146,0.994100420202364,0.5913903721799987,1.1029382736654887
36,0.6276428994402383,0.9910826370083197,0.6111730413994573,1.0558676438872678
37,0.6317531087822565,0.9900918063244113,0.6042073130852567,1.0718661419524145
38,0.633041903236438,0.9850413748793536,0.614377276859316,1.052361963250887
39,0.636316137798586,0.9761755281806993,0.5926442035341801,1.08642327670173
40,0.6379880873604027,0.9733831484247439,0.5987740448401246,1.1020692746342058
41,0.6386847330147065,0.9742650775111512,0.6101978396798083,1.074392665975786
42,0.6370476157312969,0.9729080654045162,0.6117302997384971,1.054690287220371
43,0.6388240621428682,0.9665456301798337,0.5980774719267046,1.1024535074830055
44,0.6434219234427953,0.9627347675551233,0.6195319160491054,1.030100481639162
45,0.6427949423536105,0.9586307702964242,0.6127055023300445,1.0458681377210917
46,0.6375352676866105,0.9679696299637858,0.6214823201527068,1.0234508503349868
47,0.6448848793061409,0.9629028648446357,0.6140986477832138,1.0522805020829684
48,0.64070500540108,0.9551716799222628,0.6086653792059299,1.0705562516430371
49,0.6429691037664078,0.9601569456999162,0.6134020748075153,1.037147054720154
50,0.6449197115897385,0.9517852574490326,0.6107550978963672,1.06706433534398
51,0.642690445505932,0.9554932074900758,0.6060184026663766,1.057119333870059
52,0.6437702462683901,0.9515997933977687,0.6216216343637959,1.0447832710680796
53,0.6486815981092762,0.9481258128993111,0.6029534815940627,1.07651796125189
54,0.6482984430011219,0.9482477786394906,0.5982167862623506,1.104693725039286
55,0.6465219965885125,0.9474349711011821,0.6168849388763877,1.053091187637292
56,0.6476714619114181,0.9439383062799297,0.6174421972154276,1.0556680768661826
57,0.6490299209327948,0.9420583788315253,0.6206464324676915,1.0385929729024508
58,0.6537322790804002,0.9373131712932414,0.6051825144021715,1.090005720102229
59,0.6712877494903762,0.8888159654013328,0.6344385753105729,1.0023747058603452
60,0.6730641958988333,0.8815958330285699,0.6366676082930613,0.9933919493460861
61,0.6776620571987603,0.8692523110120074,0.6394539000297795,0.9921056593268255
62,0.6781148768699573,0.8652366376698812,0.6393145852374247,1.000215556219274
63,0.6826779058852487,0.8589461543263635,0.6351351479956385,1.0004212816694
64,0.6829217318610888,0.8571712220428074,0.6386180123447641,0.9978954936384191
65,0.6839667003389113,0.8582911564890313,0.6386180123655236,0.9985984413165523
66,0.6820857570838138,0.8561470363949728,0.6390359561198035,0.9979545850588041
67,0.6842453585993871,0.8520686738920991,0.6390359559537275,0.9898478598509053
68,0.6859869727283989,0.849077703740273,0.6345778899264721,1.006773522668112
69,0.6840015326209516,0.8541274612992737,0.6398718435038063,0.9941580603571282
70,0.6872409348984639,0.8501872230777796,0.6407077314067963,0.9925241728174957
71,0.6859869727283989,0.8485171406357684,0.6386180125834983,0.9999327699807684
72,0.6854993207704901,0.8495615787845391,0.6423795059775868,0.9918769525546206
73,0.6858128113176777,0.8473543390974763,0.6375034960195958,0.9980044623052685
74,0.6847330105583339,0.8458825603099971,0.6411256747874053,0.9901327767291833
75,0.6846285137085794,0.8449795251511918,0.6391752709536773,0.9942585838214912
76,0.6894702009833085,0.8425826698914313,0.639593214676818,0.9935748340127594
77,0.6901320143519385,0.83912329468808,0.63708555209924,1.003330808089811
78,0.6884948970716431,0.8377444555137493,0.6387573270540811,0.9954855205388945
79,0.6874499285948589,0.8454254289759485,0.6386180125523591,0.9986358277616967
80,0.6902713434821764,0.8340930512110148,0.6372248667981771,0.9978101016104005
81,0.6893657041387443,0.8345824982343562,0.6386180126872957,0.9978959598238836
82,0.6936849071740432,0.8288799240765283,0.6375034959884566,0.9972138177498647
83,0.6930579260879726,0.8329400900686342,0.6372248669123544,0.9970366470837501
84,0.6933365843484484,0.8332045604336485,0.6398718437840594,0.9959864089788086
85,0.6923961127214187,0.8315756637900844,0.6402897875694785,0.9946869888806632
86,0.6927444355470135,0.8343711500984361,0.6408470458047208,0.9979600848639931
87,0.6896095301145845,0.8341434590951615,0.6407077312822393,0.9961542287796288
88,0.6894702009827894,0.8316269986179124,0.6397325292408184,0.997944252529693
89,0.6947298756508274,0.8309888419837903,0.6409863603479619,0.9965434266842318
